txpyr_id,txpyr_name,type,segment,registration_date,location,location_code
6844082188, MaxeonWaveTech,Sole Proprietorship,Automotive,11/04/2011,Ροδόπη,N0150
6004451140, OmniWaveTech,Limited Liability Company (LLC),Tourism and Hospitality,04/07/1997,Σάμος,N1120
5265288439, SkyWaveXGen,Sole Proprietorship,Logistics and Transportation,23/11/2012,Κυκλάδες,N1210
3731218775, RadiantWaveXGen,Sole Proprietorship,Healthcare,04/11/2001,Καστοριά,N0320
1599963653, HyperWaveXGen,Sole Proprietorship,Logistics and Transportation,17/02/2013,Θεσπρωτία,N0420
6245441944, QuantaWaveXGen,Sole Proprietorship,Logistics and Transportation,01/05/2008,Ξάνθη,N0140
3189208003, ZenWaveXGen,Sole Proprietorship,Agriculture and Food Production,02/06/2002,Ξάνθη,N0140
9265827413, AeroWaveTechX,Sole Proprietorship,Logistics and Transportation,15/05/1992,Θεσπρωτία,N0420
1170070623, VortexWaveXGen,General Partnership,Energy,30/08/2000,Λευκάδα,N0640
3022684219, NexiWaveGen,Limited Liability Company (LLC),Tourism and Hospitality,01/11/1990,Κιλκίς,N0230
2821220870, LumeWaveXGen,Sole Proprietorship,Logistics and Transportation,17/09/2000,Χανιά,N1340
2574356570, OptiWaveXGen,General Partnership,Agriculture and Food Production,24/04/1993,Σέρρες,N0260
2810009619, VeloWaveXGen,Sole Proprietorship,Healthcare,05/06/2001,Βοιωτία,N0810
6577904241, QuantumWaveXGen,Sole Proprietorship,Agriculture and Food Production,16/10/2005,Φλώρινα,N0340
7656774841, TriWaveXGen,Limited Liability Company (LLC),Healthcare,31/01/2011,Ηλεία,N0730
8152354030, FluxWaveXGen,Sole Proprietorship,Logistics and Transportation,17/01/2013,Χαλκιδική,N0270
6944152117, PureWaveXGen,Sole Proprietorship,Healthcare,15/04/2000,Ημαθία,N0210
5016013185, MetaWaveXGen,Limited Liability Company (LLC),Manufacturing,10/02/1996,Έβρος,N0120
1190102616, UltraWaveXGen,Private Limited Company (Ltd),Consumer Goods and Retail,31/12/2013,Ζάκυνθος,N0610
7207278736, VividWaveXGen,Sole Proprietorship,Tourism and Hospitality,30/10/2002,Ανατολική Αττική,N0930
6593243113, OmniWaveXGen,Sole Proprietorship,Logistics and Transportation,20/10/1996,Αργολίδα,N1010
3811413399, SkyWaveTechX,Limited Liability Company (LLC),Automotive,02/01/2014,Ανατολική Αττική,N0930
9148463321, SwiftPulse,Sole Proprietorship,Consumer Goods and Retail,27/04/2000,Χανιά,N1340
9682017292, BrightWing,Sole Proprietorship,Energy,02/02/2006,Άρτα,N0410
3634428125, Firebird,Sole Proprietorship,Consumer Goods and Retail,13/12/1997,Ρέθυμνο,N1330
7047353360, HorizonLuxe,Private Limited Company (Ltd),Healthcare,28/11/1992,Ηράκλειο,N1310
6643235367, OceanicGlow,Private Limited Company (Ltd),Automotive,25/06/1998,Κοζάνη,N0330
5105014796, RadiantSky,Sole Proprietorship,Logistics and Transportation,29/07/1992,Αθήνα,N0910
4268117011, PeakQuest,Private Limited Company (Ltd),Consumer Goods and Retail,07/01/1997,Ανατολική Αττική,N0930
4007721809, NimbusCloud,Limited Liability Company (LLC),Automotive,28/04/2000,Κόρινθος,N1030
7030172744, FlareRoots,Sole Proprietorship,Healthcare,26/05/2002,Αργολίδα,N1010
7475454150, PurePeak,Sole Proprietorship,Agriculture and Food Production,07/08/2011,Χαλκιδική,N0270
7534153349, FreshAir,Sole Proprietorship,Tourism and Hospitality,01/09/2001,Ηράκλειο,N1310
3004081538, BrightLine,Sole Proprietorship,Agriculture and Food Production,11/03/1993,Θεσπρωτία,N0420
8188147916, SnowCrest,Sole Proprietorship,Agriculture and Food Production,14/01/2013,Κιλκίς,N0230
4214183550, SpaceRise,Sole Proprietorship,Financial Services,22/03/1994,Καστοριά,N0320
8425518079, EmberQuest,Sole Proprietorship,Consumer Goods and Retail,24/10/2004,Μεσσηνία,N1050
9915435354, BlissMoon,Private Limited Company (Ltd),Automotive,27/03/1991,Καρδίτσα,N0510
4366327339, FoilBurst,Sole Proprietorship,Tourism and Hospitality,24/02/2008,Ιωάννινα,N0430
9298685310, SolarQuake,Sole Proprietorship,Consumer Goods and Retail,30/05/1993,Γρεβενά,N0310
1303052065, IceMist,General Partnership,Healthcare,25/06/1996,Λακωνία,N1040
7468350291, AquaBloom,Private Limited Company (Ltd),Logistics and Transportation,29/04/1997,Πρέβεζα,N0440
7354253599, SkyEcho,Sole Proprietorship,Logistics and Transportation,28/01/2015,Κυκλάδες,N1210
2259147814, VividSpike,Private Limited Company (Ltd),Tourism and Hospitality,19/07/1992,Ηράκλειο,N1310
4484020493, EclipseCrest,Sole Proprietorship,Agriculture and Food Production,20/12/1996,Ημαθία,N0210
5869063483, FreeFlow,Private Limited Company (Ltd),Logistics and Transportation,23/04/1992,Σέρρες,N0260
1735824620, StillPulse,Private Limited Company (Ltd),Consumer Goods and Retail,16/03/2001,Εύβοια,N0820
2285414010, EchoRush,Private Limited Company (Ltd),Logistics and Transportation,21/09/2008,Αργολίδα,N1010
5647738174, AlpineZen,Limited Liability Company (LLC),Tourism and Hospitality,10/04/2011,Αρκαδία,N1020
6477534069, SolarFlame,Sole Proprietorship,Consumer Goods and Retail,22/02/2000,Χίος,N1130
5817148620, FrostBliss,Sole Proprietorship,Agriculture and Food Production,23/10/2014,Φωκίδα,N0850
7395804409, TrueScape,Sole Proprietorship,Manufacturing,14/02/2003,Ιωάννινα,N0430
7791591251, SolsticeGlow,Private Limited Company (Ltd),Technology and Innovation,17/05/2010,Πειραιάς και νήσοι,N0920
6666063500, EmberLuxe,Limited Liability Company (LLC),Energy,07/09/2000,Άρτα,N0410
9644430397, AzureRise,Sole Proprietorship,Logistics and Transportation,12/01/1995,Μεσσηνία,N1050
3723133690, DuskGrove,Limited Liability Company (LLC),Tourism and Hospitality,05/12/2012,Χίος,N1130
6376197781, StellarBurst,Sole Proprietorship,Technology and Innovation,14/10/2005,Κέρκυρα,N0620
1454431329, EchoCreek,Limited Partnership (LP),Healthcare,19/07/1991,Βοιωτία,N0810
3376574144, NovaCloud,Public Limited Company (PLC),Energy,10/04/2000,Καστοριά,N0320
2284133794, ZephyrSpike,Sole Proprietorship,Agriculture and Food Production,24/04/1996,Χαλκιδική,N0270
9558049688, EdenWave,Private Limited Company (Ltd),Financial Services,04/11/2000,Ιωάννινα,N0430
5956988316, FlowQuest,Sole Proprietorship,Logistics and Transportation,11/10/2007,Καβάλα,N0130
7636191866, FrostPulse,Private Limited Company (Ltd),Financial Services,04/08/2007,Κεφαλλονία,N0630
5122808646, FireDawn,Private Limited Company (Ltd),Automotive,25/01/1999,Κυκλάδες,N1210
3726663806, DreamCrest,Private Limited Company (Ltd),Energy,13/03/1995,Ζάκυνθος,N0610
6890410547, LushHaven,Private Limited Company (Ltd),Logistics and Transportation,07/06/2006,Κοζάνη,N0330
7275679651, ZenithGlow,Limited Liability Company (LLC),Logistics and Transportation,27/10/2001,Καρδίτσα,N0510
1540517521, AquaPulse,Sole Proprietorship,Logistics and Transportation,23/12/1994,Φωκίδα,N0850
1407905016, BlissPeak,Private Limited Company (Ltd),Automotive,16/10/2000,Ηλεία,N0730
4005281668, BlazeRoots,Private Limited Company (Ltd),Tourism and Hospitality,13/12/2012,Κυκλάδες,N1210
6793012915, PeakBloom,Sole Proprietorship,Healthcare,04/09/1996,Πειραιάς και νήσοι,N0920
9417057650, BreezeCrest,Sole Proprietorship,Consumer Goods and Retail,24/12/2005,Αθήνα,N0910
9966115420, SwiftPeak,Sole Proprietorship,Consumer Goods and Retail,08/03/2006,Καστοριά,N0320
1573439040, CascadeZen,Public Limited Company (PLC),Healthcare,25/09/1994,Δράμα,N0110
6241557590, SolarFlare,Sole Proprietorship,Tourism and Hospitality,15/11/1992,Ιωάννινα,N0430
6798940101, FrostPeak,Limited Partnership (LP),Healthcare,19/07/2001,Ξάνθη,N0140
4652588990, PureHue,Sole Proprietorship,Healthcare,29/05/2001,Θεσσαλονίκη,N0220
1025593026, HorizonZen,Sole Proprietorship,Logistics and Transportation,09/04/1996,Αθήνα,N0910
5883329561, OceanRise,Sole Proprietorship,Agriculture and Food Production,05/02/2015,Καβάλα,N0130
1025181067, CrestAura,General Partnership,Financial Services,30/05/2005,Ηράκλειο,N1310
7674226591, BlazeEcho,Sole Proprietorship,Consumer Goods and Retail,11/07/1993,Πειραιάς και νήσοι,N0920
7803395330, FrostRise,Sole Proprietorship,Healthcare,01/11/1996,Ευρυτανία,N0830
6352544012, SunDaze,Sole Proprietorship,Tourism and Hospitality,20/03/2011,Αχαΐα,N0720
5525346796, ZenithQuest,General Partnership,Agriculture and Food Production,30/11/2008,Μαγνησία,N0530
2077200325, ClearWave,Sole Proprietorship,Tourism and Hospitality,17/03/2007,Φωκίδα,N0850
1194658099, EmberGlow,Sole Proprietorship,Financial Services,31/12/1990,Λάρισα,N0520
6024932245, BlissRise,Sole Proprietorship,Manufacturing,28/03/2006,Ευρυτανία,N0830
9063890305, AquaBurst,Limited Liability Company (LLC),Technology and Innovation,03/08/1998,Εύβοια,N0820
2444586117, SwiftGlow,Sole Proprietorship,Agriculture and Food Production,22/01/2015,Φθιώτιδα,N0840
7161606910, FrostBloom,Sole Proprietorship,Tourism and Hospitality,07/10/1993,Ξάνθη,N0140
5208854621, TrueGlow,Sole Proprietorship,Healthcare,23/05/2012,Ανατολική Αττική,N0930
4132962296, CloverZen,Limited Liability Company (LLC),Tourism and Hospitality,08/02/2006,Καρδίτσα,N0510
9427053283, NovaBurst,Sole Proprietorship,Consumer Goods and Retail,18/08/1991,Χανιά,N1340
2981287970, BrightZen,Limited Partnership (LP),Manufacturing,24/08/2008,Λασίθιο,N1320
9984156125, OceanGrove,Sole Proprietorship,Agriculture and Food Production,17/12/2006,Φωκίδα,N0850
1149272064, FrostDusk,Limited Liability Company (LLC),Manufacturing,08/09/1992,Λασίθιο,N1320
3579113338, FlamePeak,Sole Proprietorship,Logistics and Transportation,11/02/1994,Ξάνθη,N0140
8564035990, DreamHue,Sole Proprietorship,Technology and Innovation,21/10/2005,Χίος,N1130
9874354060, HorizonGlow,Limited Partnership (LP),Energy,14/08/2008,Πιερία,N0250
7398346114, FrostMoon,Sole Proprietorship,Technology and Innovation,08/05/2001,Πειραιάς και νήσοι,N0920
3343460240, NovaPulse,Private Limited Company (Ltd),Manufacturing,02/05/2015,Λακωνία,N1040
9024280238, BreezeZen,Private Limited Company (Ltd),Consumer Goods and Retail,20/02/2013,Λακωνία,N1040
3871673498, PeakMagic,Sole Proprietorship,Healthcare,05/11/1992,Αργολίδα,N1010
9873007235, SolarHaze,Sole Proprietorship,Automotive,08/10/2001,Αρκαδία,N1020
7431268167, RainRise,Sole Proprietorship,Healthcare,16/06/1995,Ιωάννινα,N0430
3287590997, NovaQuest,Limited Partnership (LP),Energy,04/10/2000,Πειραιάς και νήσοι,N0920
3872268138, FrostAura,Sole Proprietorship,Tourism and Hospitality,12/02/2003,Χίος,N1130
2927031778, BlissBurst,Sole Proprietorship,Consumer Goods and Retail,07/06/1992,Αιτωλοακαρνανία,N0710
8003968759, EchoGrove,Sole Proprietorship,Consumer Goods and Retail,31/05/2014,Χανιά,N1340
8143708762, OceanGlow,Sole Proprietorship,Agriculture and Food Production,29/09/2009,Τρίκαλα,N0540
7790814335, TrueQuest,Private Limited Company (Ltd),Energy,18/11/2000,Πέλλα,N0240
6925187139, TrueSpike,Sole Proprietorship,Manufacturing,01/04/2010,Καβάλα,N0130
2994845018, AzureDusk,Sole Proprietorship,Manufacturing,09/03/2004,Σέρρες,N0260
4051024843, BlissWave,Private Limited Company (Ltd),Tourism and Hospitality,19/05/1991,Χίος,N1130
4814398388, ClearGlow,Private Limited Company (Ltd),Healthcare,24/05/2000,Χαλκιδική,N0270
9720363551, FireHue,Private Limited Company (Ltd),Agriculture and Food Production,03/02/2006,Χίος,N1130
6052550032, FrostSpike,Private Limited Company (Ltd),Consumer Goods and Retail,15/09/1990,Κυκλάδες,N1210
2382678882, SpringGlow,Sole Proprietorship,Agriculture and Food Production,17/03/2002,Σέρρες,N0260
5934006968, BlissEcho,Sole Proprietorship,Consumer Goods and Retail,27/01/1998,Λάρισα,N0520
7620966496, ZenithMoon,Sole Proprietorship,Financial Services,01/09/2012,Καβάλα,N0130
6647574600, PureEcho,Sole Proprietorship,Tourism and Hospitality,08/11/1999,Κυκλάδες,N1210
2324417062, ClearSpike,Sole Proprietorship,Tourism and Hospitality,24/04/2012,Δυτική Αττική,N0940
8062387712, SolarZen,Limited Partnership (LP),Financial Services,22/04/2001,Κόρινθος,N1030
5652570264, CloudZen,Limited Partnership (LP),Financial Services,07/04/2007,Χανιά,N1340
6220510239, FrostDawn,Sole Proprietorship,Logistics and Transportation,03/04/1997,Σέρρες,N0260
3605372360, FireEcho,Private Limited Company (Ltd),Tourism and Hospitality,18/05/1999,Ζάκυνθος,N0610
2691956262, ZenithGlade,Sole Proprietorship,Agriculture and Food Production,15/08/2008,Μεσσηνία,N1050
1164854790, CascadeHue,Sole Proprietorship,Tourism and Hospitality,13/09/1994,Ιωάννινα,N0430
6453542164, FrostFlow,Private Limited Company (Ltd),Automotive,31/12/2014,Θεσπρωτία,N0420
3219946246, NovaAura,Limited Liability Company (LLC),Manufacturing,26/11/1997,Μεσσηνία,N1050
5612812878, AzureBloom,Sole Proprietorship,Healthcare,23/07/1990,Δυτική Αττική,N0940
1396368692, BlazeZen,Sole Proprietorship,Automotive,23/08/2014,Κόρινθος,N1030
3054613122, BlissHue,Sole Proprietorship,Logistics and Transportation,06/05/2002,Πρέβεζα,N0440
3138745550, FrostQuake,Limited Liability Company (LLC),Consumer Goods and Retail,22/02/2004,Αιτωλοακαρνανία,N0710
7622412450, ClearQuest,Limited Liability Company (LLC),Financial Services,04/01/2013,Φωκίδα,N0850
9448368288, FrostQuest,Limited Liability Company (LLC),Logistics and Transportation,24/11/2008,Κοζάνη,N0330
6691081005, SpringBurst,Sole Proprietorship,Tourism and Hospitality,15/06/2006,Άρτα,N0410
3919975448, FreshGlow,General Partnership,Financial Services,30/12/2002,Αχαΐα,N0720
6507958614, AzureQuest,Sole Proprietorship,Consumer Goods and Retail,07/08/2009,Λέσβος,N1110
8794050798, BlissQuake,Private Limited Company (Ltd),Manufacturing,03/01/2006,Λευκάδα,N0640
7091833610, SpringEcho,Sole Proprietorship,Healthcare,11/09/1997,Αργολίδα,N1010
8968268655, ClearBurst,Sole Proprietorship,Manufacturing,30/08/2000,Ρέθυμνο,N1330
6652517511, BoldPeak,Sole Proprietorship,Consumer Goods and Retail,25/04/1990,Έβρος,N0120
7630507122, WaveDrop,Sole Proprietorship,Tourism and Hospitality,02/02/2014,Χίος,N1130
3407801040, SteelLuxe,Public Limited Company (PLC),Consumer Goods and Retail,03/03/1991,Ανατολική Αττική,N0930
7652152528, BrightOak,General Partnership,Manufacturing,05/02/2006,Λακωνία,N1040
5280638912, TrueLoop,Limited Liability Company (LLC),Energy,22/05/2006,Καρδίτσα,N0510
2330255865, WestHive,Sole Proprietorship,Energy,07/02/2002,Πειραιάς και νήσοι,N0920
7206327350, PurePod,Sole Proprietorship,Consumer Goods and Retail,30/12/2001,Δράμα,N0110
4708140222, LuxeMint,Limited Liability Company (LLC),Agriculture and Food Production,30/03/1996,Χίος,N1130
3081438315, RiseCast,Private Limited Company (Ltd),Agriculture and Food Production,04/06/2011,Χίος,N1130
6529753805, FlexLeaf,Sole Proprietorship,Agriculture and Food Production,26/07/2002,Καρδίτσα,N0510
3023635707, GoldBloom,Sole Proprietorship,Agriculture and Food Production,23/05/2008,Έβρος,N0120
9574613872, MintRush,Private Limited Company (Ltd),Automotive,16/01/2005,Καρδίτσα,N0510
1396048158, TechLuxe,Private Limited Company (Ltd),Agriculture and Food Production,13/10/2012,Βοιωτία,N0810
4780553538, SilkSpin,Private Limited Company (Ltd),Healthcare,04/04/2000,Εύβοια,N0820
4015864756, OceanFrost,Sole Proprietorship,Technology and Innovation,25/08/2011,Αιτωλοακαρνανία,N0710
3576919920, SwiftShift,Sole Proprietorship,Manufacturing,25/12/2003,Σέρρες,N0260
7029928924, PureStem,Sole Proprietorship,Manufacturing,10/01/2011,Λακωνία,N1040
7905289626, AdvancePro,Sole Proprietorship,Automotive,16/07/2004,Θεσσαλονίκη,N0220
5861163015, AquaGlow,Private Limited Company (Ltd),Tourism and Hospitality,22/03/2001,Ροδόπη,N0150
5411858506, EchoJade,Private Limited Company (Ltd),Energy,19/10/1994,Κιλκίς,N0230
2289046202, ZenZing,Private Limited Company (Ltd),Logistics and Transportation,01/05/2004,Κεφαλλονία,N0630
3739746146, ScopeSky,Sole Proprietorship,Agriculture and Food Production,16/07/2002,Χίος,N1130
4080609860, TideCrisp,Sole Proprietorship,Healthcare,24/11/2011,Μαγνησία,N0530
7852589996, SunRise,Private Limited Company (Ltd),Technology and Innovation,08/04/1999,Αρκαδία,N1020
4873016257, NovaNest,Sole Proprietorship,Logistics and Transportation,26/09/1990,Ανατολική Αττική,N0930
3361255587, ValetSun,Sole Proprietorship,Healthcare,22/05/1992,Ζάκυνθος,N0610
2178032975, LeafBreeze,Private Limited Company (Ltd),Technology and Innovation,14/09/2014,Ιωάννινα,N0430
3922206760, LunaLuxe,Private Limited Company (Ltd),Technology and Innovation,16/05/1991,Μεσσηνία,N1050
4087597158, TideTech,Sole Proprietorship,Agriculture and Food Production,15/06/2006,Ζάκυνθος,N0610
8779068120, BlueLeaf,Sole Proprietorship,Consumer Goods and Retail,28/02/1996,Ιωάννινα,N0430
9890233429, SilkScape,Sole Proprietorship,Agriculture and Food Production,12/09/1991,Θεσπρωτία,N0420
4298118912, StarCrest,Private Limited Company (Ltd),Technology and Innovation,29/08/1998,Λάρισα,N0520
6278826156, RiseTide,Sole Proprietorship,Logistics and Transportation,26/03/2001,Αιτωλοακαρνανία,N0710
1359180057, TrueLuxe,Sole Proprietorship,Healthcare,10/04/2000,Φωκίδα,N0850
3090396347, NovaBloom,Sole Proprietorship,Healthcare,03/03/2010,Γρεβενά,N0310
1464516160, FlexWave,General Partnership,Agriculture and Food Production,26/03/2005,Καρδίτσα,N0510
6755533954, AquaMint,Sole Proprietorship,Agriculture and Food Production,06/02/2014,Πρέβεζα,N0440
1699034415, SteelSpace,Sole Proprietorship,Consumer Goods and Retail,14/03/2008,Θεσσαλονίκη,N0220
4647577130, BoldLuxe,Sole Proprietorship,Agriculture and Food Production,07/05/2008,Αργολίδα,N1010
4206827182, TechPod,Sole Proprietorship,Consumer Goods and Retail,14/05/2012,Λευκάδα,N0640
5032189349, PureFlame,Private Limited Company (Ltd),Logistics and Transportation,10/03/1991,Καστοριά,N0320
2941638290, ZenLeaf,Sole Proprietorship,Manufacturing,14/10/2010,Κόρινθος,N1030
8972952677, BrightPix,Public Limited Company (PLC),Manufacturing,17/01/2012,Λευκάδα,N0640
2606559611, SunLush,Private Limited Company (Ltd),Manufacturing,17/02/1994,Σάμος,N1120
7408023880, FlexLink,Limited Liability Company (LLC),Consumer Goods and Retail,05/02/1992,Τρίκαλα,N0540
6419241764, WaveRush,Sole Proprietorship,Manufacturing,29/06/1998,Σάμος,N1120
3722643610, NovaSky,Private Limited Company (Ltd),Financial Services,01/06/1990,Λακωνία,N1040
3377987326, AquaLuxe,Private Limited Company (Ltd),Manufacturing,02/03/2013,Φωκίδα,N0850
7112465967, TrueRise,Private Limited Company (Ltd),Manufacturing,20/06/1998,Φλώρινα,N0340
2024967936, SilkCove,Sole Proprietorship,Tourism and Hospitality,23/12/1994,Αρκαδία,N1020
8163272949, SteelLoop,Sole Proprietorship,Agriculture and Food Production,20/11/2010,Ρέθυμνο,N1330
5107695893, MintShine,Sole Proprietorship,Technology and Innovation,08/01/1991,Φλώρινα,N0340
1484364152, OceanLink,Private Limited Company (Ltd),Agriculture and Food Production,05/02/1999,Ζάκυνθος,N0610
6506900566, StarLuxe,Private Limited Company (Ltd),Technology and Innovation,19/10/2013,Καβάλα,N0130
3505317750, PureLine,Sole Proprietorship,Technology and Innovation,29/09/2009,Σάμος,N1120
8604529111, SkyFrost,General Partnership,Healthcare,04/09/2001,Ανατολική Αττική,N0930
9598627474, LunaLeaf,Sole Proprietorship,Manufacturing,14/04/1999,Αιτωλοακαρνανία,N0710
9993104119, AquaZing,Sole Proprietorship,Agriculture and Food Production,12/02/2014,Αρκαδία,N1020
6652977218, NovaPeak,Private Limited Company (Ltd),Automotive,18/07/2009,Πρέβεζα,N0440
4692153363, TideSky,Sole Proprietorship,Technology and Innovation,13/07/2015,Μαγνησία,N0530
8248216610, SilkLink,Sole Proprietorship,Logistics and Transportation,05/07/1998,Χανιά,N1340
6789859634, SunRush,Limited Liability Company (LLC),Energy,10/05/2007,Θεσσαλονίκη,N0220
3028012851, TideLink,Limited Liability Company (LLC),Energy,27/03/2005,Κεφαλλονία,N0630
6896877450, WaveFrost,Sole Proprietorship,Tourism and Hospitality,29/09/1990,Χανιά,N1340
4796090973, StarLush,Private Limited Company (Ltd),Agriculture and Food Production,10/11/2005,Φθιώτιδα,N0840
9089540830, NovaPod,Sole Proprietorship,Healthcare,05/04/1994,Εύβοια,N0820
5075093848, AquaPeak,Sole Proprietorship,Consumer Goods and Retail,26/01/1993,Λευκάδα,N0640
3411003993, BoldNest,Sole Proprietorship,Healthcare,30/06/1998,Χανιά,N1340
2070806265, TideStone,Sole Proprietorship,Logistics and Transportation,24/05/2001,Βοιωτία,N0810
5143580995, AquaSky,Sole Proprietorship,Manufacturing,08/04/1992,Καστοριά,N0320
6953043670, ZenGlow,Limited Partnership (LP),Technology and Innovation,06/10/2002,Γρεβενά,N0310
5833792857, TrueRush,Sole Proprietorship,Tourism and Hospitality,03/09/2003,Λάρισα,N0520
9073587480, FlexBloom,Private Limited Company (Ltd),Tourism and Hospitality,02/03/1992,Βοιωτία,N0810
1411663443, SilkWind,Sole Proprietorship,Consumer Goods and Retail,22/04/1993,Λέσβος,N1110
4430808077, OceanMint,Sole Proprietorship,Consumer Goods and Retail,12/04/1996,Ηλεία,N0730
8576646850, StarJade,Sole Proprietorship,Logistics and Transportation,21/10/1990,Ηράκλειο,N1310
1799331360, PureLoop,Limited Liability Company (LLC),Tourism and Hospitality,19/10/2008,Χίος,N1130
1136205751, RiseLuxe,Sole Proprietorship,Healthcare,20/12/1990,Αρκαδία,N1020
2377041048, LunaTech,Limited Liability Company (LLC),Consumer Goods and Retail,20/10/2015,Τρίκαλα,N0540
4015738120, SteelNest,Sole Proprietorship,Manufacturing,25/04/1993,Χανιά,N1340
5529223785, BoldWave,Limited Partnership (LP),Agriculture and Food Production,09/10/1998,Φωκίδα,N0850
9242934133, NovaSun,Sole Proprietorship,Automotive,25/04/2001,Κόρινθος,N1030
4192473678, TideSwift,Private Limited Company (Ltd),Automotive,09/06/2011,Σέρρες,N0260
3520209418, TechBloom,Sole Proprietorship,Agriculture and Food Production,18/04/2015,Ηράκλειο,N1310
6384242396, AquaFrost,Sole Proprietorship,Healthcare,23/03/2013,Λάρισα,N0520
2623303457, SilkCrest,Sole Proprietorship,Consumer Goods and Retail,22/07/1999,Λάρισα,N0520
5231101502, PureSpin,Sole Proprietorship,Agriculture and Food Production,28/02/2009,Σάμος,N1120
3693300130, StarLine,Sole Proprietorship,Agriculture and Food Production,22/09/1992,Εύβοια,N0820
5321092501, RiseBloom,Sole Proprietorship,Manufacturing,05/06/2013,Αιτωλοακαρνανία,N0710
1530572743, WaveLuxe,Private Limited Company (Ltd),Financial Services,12/11/1995,Κιλκίς,N0230
8687709269, LunaTide,Limited Liability Company (LLC),Manufacturing,21/04/2010,Δράμα,N0110
7587042101, SteelMint,Sole Proprietorship,Technology and Innovation,08/07/2012,Μαγνησία,N0530
8993470727, BoldTech,Private Limited Company (Ltd),Agriculture and Food Production,14/09/2015,Θεσσαλονίκη,N0220
3100378290, NovaOcean,Limited Liability Company (LLC),Manufacturing,20/07/2006,Χαλκιδική,N0270
2470681604, SilkRush,Limited Partnership (LP),Manufacturing,26/02/2009,Γρεβενά,N0310
5188622270, ZenLuxe,Limited Liability Company (LLC),Healthcare,22/05/2007,Καβάλα,N0130
5728083185, AquaFlame,Private Limited Company (Ltd),Healthcare,06/06/1995,Πειραιάς και νήσοι,N0920
4801590764, PurePulse,Limited Partnership (LP),Agriculture and Food Production,26/07/1990,Σάμος,N1120
9483038935, StarLeaf,Private Limited Company (Ltd),Technology and Innovation,01/11/2011,Κοζάνη,N0330
4371474586, RiseFrost,Sole Proprietorship,Technology and Innovation,12/06/1994,Δράμα,N0110
9891278881, LunaSpin,Limited Liability Company (LLC),Automotive,12/04/2008,Πρέβεζα,N0440
1567616097, TechCrest,Sole Proprietorship,Agriculture and Food Production,06/03/2011,Μαγνησία,N0530
8259180140, SteelGlow,Sole Proprietorship,Consumer Goods and Retail,14/02/1998,Ιωάννινα,N0430
6438755849, BoldJade,Sole Proprietorship,Automotive,15/11/2009,Έβρος,N0120
6940570365, SilkLoop,Sole Proprietorship,Energy,15/10/2012,Δράμα,N0110
2804138370, ZenPod,Sole Proprietorship,Healthcare,14/08/2006,Λακωνία,N1040
9718080466, AquaLush,Sole Proprietorship,Consumer Goods and Retail,27/02/2013,Βοιωτία,N0810
6965703197, PureTech,Private Limited Company (Ltd),Consumer Goods and Retail,21/02/2010,Χαλκιδική,N0270
9052778206, StarBloom,General Partnership,Manufacturing,19/08/1998,Κεφαλλονία,N0630
6448479770, TideSun,Sole Proprietorship,Technology and Innovation,21/01/2000,Φθιώτιδα,N0840
2832779870, RiseBreeze,General Partnership,Healthcare,21/01/1990,Δωδεκάνησα,N1220
3416982560, LunaNest,Private Limited Company (Ltd),Logistics and Transportation,14/04/1991,Καβάλα,N0130
4060909826, TechRise,Sole Proprietorship,Technology and Innovation,27/06/2014,Φωκίδα,N0850
7522284635, SteelPeaks,Sole Proprietorship,Technology and Innovation,24/09/2009,Φωκίδα,N0850
6346391500, SilkShine,Sole Proprietorship,Tourism and Hospitality,03/11/2011,Λασίθιο,N1320
1455851577, PureGlow,Limited Liability Company (LLC),Energy,01/11/2011,Καβάλα,N0130
6359402654, TideSpin,Private Limited Company (Ltd),Automotive,12/07/2011,Κόρινθος,N1030
6348608562, RiseLeaf,Private Limited Company (Ltd),Technology and Innovation,10/07/1996,Αθήνα,N0910
1692526151, LunaCrest,Limited Liability Company (LLC),Consumer Goods and Retail,29/04/2010,Βοιωτία,N0810
1169843144, TechFlame,Sole Proprietorship,Agriculture and Food Production,12/02/2002,Θεσπρωτία,N0420
6222741361, SteelTide,Sole Proprietorship,Technology and Innovation,19/05/1993,Φλώρινα,N0340
6649902295, BoldLoop,Limited Liability Company (LLC),Automotive,31/01/2011,Λάρισα,N0520
6690924828, NovaTech,General Partnership,Consumer Goods and Retail,29/08/2000,Πειραιάς και νήσοι,N0920
8441116651, SilkBloom,Sole Proprietorship,Consumer Goods and Retail,21/03/1997,Θεσσαλονίκη,N0220
6021681520, ZenFrost,Sole Proprietorship,Automotive,21/02/2005,Κοζάνη,N0330
2026631170, AquaLink,Private Limited Company (Ltd),Financial Services,04/12/2004,Θεσπρωτία,N0420
7248849094, TideWind,Limited Liability Company (LLC),Logistics and Transportation,21/02/2007,Καστοριά,N0320
5908274880, RiseSky,Sole Proprietorship,Tourism and Hospitality,10/04/2009,Λακωνία,N1040
8070203169, LunaShine,Limited Liability Company (LLC),Healthcare,29/09/2004,Πρέβεζα,N0440
3278687479, TechPods,Sole Proprietorship,Agriculture and Food Production,15/04/2014,Κυκλάδες,N1210
4563790282, BoldTide,Limited Liability Company (LLC),Technology and Innovation,05/04/1994,Αθήνα,N0910
4442797359, NovaRise,Sole Proprietorship,Healthcare,26/06/1995,Ζάκυνθος,N0610
